,real_imps,win_imps,clks,real_clks,rewards,budget,spent,CPM
0,437520,62021,259,395,3503304.9253601916,16000000.0,2570569,41.44675190661228
1,420384,271502,348,369,-6987957.29770385,16000000.0,16000001,58.93142960272853
2,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
3,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
4,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
5,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
6,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
7,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
8,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
9,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
10,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
11,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
12,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
13,437520,264296,378,395,-5492130.627196037,16000000.0,15004157,56.77027650815752
14,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
15,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
16,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
17,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
18,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
19,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
20,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
21,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
22,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
23,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
24,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
25,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
26,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
27,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
28,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
29,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
30,437520,273537,381,395,-6133400.291219508,16000000.0,15716591,57.456910765271246
31,437520,209712,339,395,-3961864.8450813894,16000000.0,12220443,58.27250228885328
32,437520,238442,368,395,-3774217.7760917316,16000000.0,13033043,54.65917497756268
33,260159,237299,207,207,-10488198.580674328,16000000.0,16000005,67.42550537507533
34,437520,164588,331,395,16432.691979410476,16000000.0,8234443,50.0306401438744
35,437520,217453,363,395,-2508672.5250120996,16000000.0,11559886,53.16038868169213
36,437520,136991,285,395,-57887.107467198264,16000000.0,7262414,53.01380382652875
37,437520,34804,216,395,3700588.1152488906,16000000.0,1480806,42.54700609125388
38,325255,249070,267,278,-9136963.41016343,16000000.0,16000101,64.2393744730397
39,286557,240347,221,234,-10130748.46079643,16000000.0,16000017,66.57048766991059
40,437520,231602,369,395,-3331559.1321527394,16000000.0,12536088,54.12771910432552
41,437520,195729,338,395,-2333307.657283077,16000000.0,10708053,54.70856643624603
42,437520,126326,276,395,300308.2375438108,16000000.0,6682426,52.89826322372275
43,437520,25652,197,395,3519894.24188887,16000000.0,1261688,49.184780913768904
44,437520,47430,225,395,3083279.2821515705,16000000.0,2292846,48.34168247944339
45,437520,39058,221,395,3385166.04778069,16000000.0,1820375,46.606969122842955
46,437520,229714,367,395,-3195234.1398841194,16000000.0,12388956,53.93208946777297
47,437520,124738,291,395,891424.5544413504,16000000.0,6249490,50.100931552534114
48,437520,259100,375,395,-5129946.08488503,16000000.0,14599026,56.3451408722501
49,347666,257092,292,297,-8425044.687943343,16000000.0,16000039,62.234682526099604
50,437520,179192,347,395,-427191.78612378816,16000000.0,9031744,50.40260725925265
51,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
52,437520,272852,381,395,-6095850.044281518,16000000.0,15675374,57.450097488748476
53,437520,26923,206,395,3602013.4358163914,16000000.0,1299048,48.25049214426327
54,437520,26441,205,395,3599034.28299258,16000000.0,1284393,48.57581029461821
55,437520,26441,205,395,3599034.28299258,16000000.0,1284393,48.57581029461821
56,437520,26072,204,395,3602932.8755445704,16000000.0,1269869,48.7062365756367
57,437520,26072,204,395,3602932.8755445704,16000000.0,1269869,48.7062365756367
58,437520,26072,204,395,3602932.8755445704,16000000.0,1269869,48.7062365756367
59,437520,26286,204,395,3612892.146625871,16000000.0,1272722,48.418245453853764
60,437520,26286,204,395,3612892.146625871,16000000.0,1272722,48.418245453853764
61,437520,26286,204,395,3612892.146625871,16000000.0,1272722,48.418245453853764
62,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
63,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
64,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
65,437520,26039,204,395,3602054.4448118703,16000000.0,1269600,48.75763278159683
66,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
67,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
68,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
69,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
70,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
71,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
72,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
73,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
74,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
75,437520,26125,204,395,3606173.205344571,16000000.0,1270720,48.64
76,437520,26039,204,395,3602054.4448118703,16000000.0,1269600,48.75763278159683
77,437520,26039,204,395,3602054.4448118703,16000000.0,1269600,48.75763278159683
78,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
79,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
80,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
81,437520,26286,204,395,3612892.146625871,16000000.0,1272722,48.418245453853764
82,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
83,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
84,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
85,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
86,437520,26286,204,395,3612892.146625871,16000000.0,1272722,48.418245453853764
87,437520,26441,204,395,3621372.02201897,16000000.0,1275499,48.23943875042548
88,437520,31181,212,395,3731062.632328971,16000000.0,1351327,43.338154645457166
89,437520,217020,363,395,-2426458.137928331,16000000.0,11486413,52.927900654317575
90,437520,219123,364,395,-2548364.005949389,16000000.0,11631017,53.07985469348266
91,437520,194665,354,395,-1223177.505966089,16000000.0,10024893,51.49817892276475
92,437520,190364,354,395,-1004857.7074159993,16000000.0,9752084,51.228614654031226
93,437520,202344,357,395,-1622166.8323300388,16000000.0,10517312,51.97738504724627
94,437520,223006,364,395,-2781175.96596761,16000000.0,11905715,53.38742006941517
95,267942,239457,214,214,-10301121.28936387,16000000.0,16000075,66.81815524290374
96,267942,238770,210,214,-10393269.908081222,16000000.0,16000074,67.01040331699963
97,267942,238770,210,214,-10393269.908081222,16000000.0,16000074,67.01040331699963
98,272907,239492,216,220,-10268561.081041593,16000000.0,16000005,66.80809797404507
99,344985,257326,288,297,-8491786.326570613,16000000.0,16000041,62.17809704421629
100,344985,257326,288,297,-8491786.326570613,16000000.0,16000041,62.17809704421629
101,344985,257326,288,297,-8491786.326570613,16000000.0,16000041,62.17809704421629
102,344985,257326,288,297,-8491786.326570613,16000000.0,16000041,62.17809704421629
103,344985,257326,288,297,-8491786.326570613,16000000.0,16000041,62.17809704421629
104,344985,257326,288,297,-8491786.326570613,16000000.0,16000041,62.17809704421629
105,339699,256505,286,291,-8534864.745985316,16000000.0,16000219,62.37780550086743
106,339699,256505,286,291,-8534864.745985316,16000000.0,16000219,62.37780550086743
107,437520,174180,342,395,-236461.06619186865,16000000.0,8755935,50.269462624870826
108,437520,166981,340,395,91806.04515897974,16000000.0,8321054,49.83234020637079
109,437520,232251,366,395,-3357054.8209004095,16000000.0,12574044,54.139891755040885
110,295480,245426,240,246,-9742908.33575493,16000000.0,16000067,65.19303985722784
111,286557,243070,232,234,-9875705.332979938,16000000.0,16000031,65.82478709836673
112,295480,245426,240,246,-9742908.33575493,16000000.0,16000067,65.19303985722784
113,428811,275740,365,384,-6605070.12774766,16000000.0,16000045,58.02583955900486
114,437520,276759,379,395,-6441259.95773202,16000000.0,16000008,57.81206031240176
115,437520,269710,380,395,-5869789.963377218,16000000.0,15422482,57.18172110785659
116,325255,249960,263,278,-9257053.233835291,16000000.0,16000092,64.01060969755162
117,381988,265309,320,331,-7706060.060369069,16000000.0,16000110,60.307452819165576
118,369374,263035,311,321,-7898127.77326491,16000000.0,16000029,60.82851711749387
119,437520,271357,380,395,-5982749.832669572,16000000.0,15548601,57.299428428232915
120,437520,272213,380,395,-6049115.381448029,16000000.0,15623121,57.39300106901581
121,437520,276715,377,395,-6444975.69882045,16000000.0,16000044,57.82138301140162
122,428811,276083,370,384,-6539734.043648499,16000000.0,16000003,57.953597287772155
123,420384,273263,353,369,-6889289.51210782,16000000.0,16000024,58.551739532977386
124,295480,245767,244,246,-9641991.725005759,16000000.0,16000072,65.10260531316247
125,325255,249328,261,278,-9292712.246259956,16000000.0,16000121,64.17298097285503
126,337500,254717,281,290,-8728819.696607724,16000000.0,16000045,62.814986828519494
127,437520,233611,367,395,-3444016.459394591,16000000.0,12670711,54.2385033239017
128,437520,239457,369,395,-3817742.307843949,16000000.0,13102736,54.71853401654577
129,437520,214197,363,395,-2278925.7178829187,16000000.0,11305267,52.77976348875101
130,437520,214919,363,395,-2320386.2230907287,16000000.0,11354894,52.833365128257626
131,381988,263993,316,331,-7818647.44337358,16000000.0,16000074,60.60794793801351
132,344985,257215,289,297,-8486284.536987584,16000000.0,16000080,62.205081352176194
133,369374,263178,312,321,-7875725.610890043,16000000.0,16000041,60.79551102295785
134,437520,266683,378,395,-5660183.908203148,16000000.0,15189819,56.95833255213118
135,344985,257800,290,297,-8448129.107809432,16000000.0,16000036,62.06375484871994
136,347666,258285,292,297,-8413030.327252954,16000000.0,16000046,61.947252066515674
137,354974,260225,298,305,-8277622.22915387,16000000.0,16000010,61.485291574598904
138,369374,262913,311,321,-7899870.082709567,16000000.0,16000037,60.85677391380418
139,359749,260996,303,309,-8174873.417072559,16000000.0,16000030,61.30373645573112
140,344985,257503,291,297,-8450366.499309294,16000000.0,16000015,62.135256676621246
141,300120,246036,246,250,-9604306.550968869,16000000.0,16000014,65.03119055747939
142,344985,256828,288,297,-8499620.460587876,16000000.0,16000012,62.29855000233619
143,305325,247709,253,256,-9423357.161701567,16000000.0,16000011,64.59196476510745
144,286557,241301,224,234,-10028133.015611753,16000000.0,16000079,66.30755363632973
145,286557,240830,222,234,-10097223.105141161,16000000.0,16000018,66.43698044263589
146,286557,241264,224,234,-10030771.531150538,16000000.0,16000018,66.31746965979177
147,337500,254540,284,290,-8657244.901768796,16000000.0,16000096,62.85886697572091
148,381988,264860,319,331,-7713227.497865971,16000000.0,16000002,60.40928037453749
149,428811,273910,356,384,-6788863.531723141,16000000.0,16000056,58.413551896608375
150,437520,224074,365,395,-2874705.9967908897,16000000.0,12010161,53.59908333853995
151,437520,207619,360,395,-1912150.5691287604,16000000.0,10867812,52.344978060774785
152,437520,250692,372,395,-4581550.5698779095,16000000.0,13975112,55.74614267706987
153,437520,254744,375,395,-4844207.940520089,16000000.0,14273779,56.03185550984518
154,433971,276186,373,391,-6496438.947222192,16000000.0,16000030,57.93208200270832
155,388671,265928,325,339,-7568652.673977457,16000000.0,16000048,60.16684215276315
156,290513,243296,235,238,-9833115.579606965,16000000.0,16000011,65.7635596146258
157,286557,241800,226,234,-9966512.004998032,16000000.0,16000178,66.17112489660877
158,286557,241800,226,234,-9966512.004998032,16000000.0,16000178,66.17112489660877
159,286557,241800,226,234,-9966512.004998032,16000000.0,16000178,66.17112489660877
160,286557,241800,226,234,-9966512.004998032,16000000.0,16000178,66.17112489660877
161,325255,249773,264,278,-9198226.027362186,16000000.0,16000245,64.05914570429951
162,286557,240860,221,234,-10108399.879302772,16000000.0,16000061,66.42888399900357
163,272907,240234,220,220,-10165655.104910264,16000000.0,16000039,66.60189232165305
164,286557,240482,221,234,-10126036.553509984,16000000.0,16000011,66.53309187382008
165,305325,247366,253,256,-9433300.177826107,16000000.0,16000011,64.68152858517338
166,286557,241311,223,234,-10054167.73033877,16000000.0,16000055,66.3047063747612
167,286557,240498,221,234,-10123361.266266905,16000000.0,16000149,66.52923932839359
168,437520,264330,378,395,-5531754.771307379,16000000.0,15040071,56.89884235614573
169,437520,257432,377,395,-5039239.623586499,16000000.0,14492046,56.29465645296622
170,437520,243884,371,395,-4133127.443528011,16000000.0,13465614,55.21319151727871
171,437520,177508,344,395,-421231.3076351494,16000000.0,8964499,50.50194357437411
172,437520,208625,359,395,-1971000.9166049482,16000000.0,10938244,52.430168963451166
173,437520,205423,358,395,-1791786.0413947492,16000000.0,10723527,52.202173077016695
174,437520,205979,357,395,-1839570.629872418,16000000.0,10772611,52.29955966384923
175,437520,229104,365,395,-3179989.9406497185,16000000.0,12365679,53.97408600460926
176,325255,251154,269,278,-9101328.96353563,16000000.0,16000007,63.70596128271897
177,398987,268599,342,352,-7222137.449208652,16000000.0,16000013,59.56840122264044
178,420384,273842,356,369,-6806198.117679019,16000000.0,16000019,58.427921940388984
179,437520,276910,380,395,-6406305.534387423,16000000.0,16000014,57.780556859629485
180,388671,266805,329,339,-7491334.2755208425,16000000.0,16000012,59.96893611439066
181,339699,256274,285,291,-8548239.716094946,16000000.0,16000008,62.433208206841115
182,398987,268857,341,352,-7171241.027314761,16000000.0,16000043,59.51134989976084
183,407075,270631,346,357,-7042004.17134167,16000000.0,16000022,59.12117237123611
184,339699,256119,285,291,-8558772.989346866,16000000.0,16000027,62.471066184078495
185,437520,192413,351,395,-1143919.2800535592,16000000.0,9904875,51.47716110657804
186,437520,271732,381,395,-6022962.15892086,16000000.0,15592362,57.381397847879526
187,325255,249737,264,278,-9224362.29386687,16000000.0,16000091,64.06776328697791
188,325255,249777,264,278,-9223259.160985414,16000000.0,16000008,64.05717099652891
189,290513,244457,238,238,-9787414.958778406,16000000.0,16000015,65.45124500423387
190,295480,244782,240,246,-9755360.347731683,16000000.0,16000034,65.36442222058811
191,325255,250900,268,278,-9130474.025711011,16000000.0,16000021,63.77051016341172
192,325255,252596,274,278,-8935924.098655077,16000000.0,16000039,63.342408430854015
193,325255,250623,268,278,-9137418.880011382,16000000.0,16000128,63.84141918339498
194,286557,241505,224,234,-10023839.195072493,16000000.0,16000110,66.2516718080371
195,286557,241057,222,234,-10091249.847519321,16000000.0,16000139,66.37491962481903
196,290513,243473,235,238,-9821447.637619296,16000000.0,16000026,65.71581243094717
197,286557,240928,221,234,-10106172.587984292,16000000.0,16000075,66.41019308673131
198,286557,242276,228,234,-9920587.461649815,16000000.0,16000045,66.0405694332084
199,286557,241348,223,234,-10053982.716687556,16000000.0,16000012,66.29436332598571
200,300120,246579,247,250,-9537797.660838528,16000000.0,16000033,64.88806021599568
201,325255,248698,256,278,-9385753.034475083,16000000.0,16000034,64.33519368873091
202,325255,250690,268,278,-9135045.40653433,16000000.0,16000037,63.823993777175
203,325255,251740,270,278,-9027724.690038027,16000000.0,16000159,63.55827043775324
204,295480,245436,244,246,-9646632.373314526,16000000.0,16000036,65.19025733796182
205,325255,252050,271,278,-8997715.546399467,16000000.0,16000096,63.479849236262645
206,295480,245646,245,246,-9630005.231914496,16000000.0,16000013,65.1344332901818
207,300120,246703,248,250,-9506304.793698547,16000000.0,16000047,64.85550236519215
208,295480,244773,240,246,-9754740.759201357,16000000.0,16000049,65.36688687069244
209,300120,246703,248,250,-9506304.793698547,16000000.0,16000047,64.85550236519215
210,330937,253812,277,284,-8829376.918272039,16000000.0,16000028,63.03889493010575
211,381988,263517,314,331,-7835494.280307484,16000000.0,16000020,60.71722127984153
212,407075,270457,345,357,-7053221.3417260805,16000000.0,16000038,59.15926746211043
213,420384,273766,356,369,-6838080.11516677,16000000.0,16000015,58.4441274665225
214,437520,273094,380,395,-6125218.293481019,16000000.0,15704958,57.50751755805693
215,369374,262999,312,321,-7891132.2305254415,16000000.0,16000013,60.836782649363684
216,354974,258869,294,305,-8365346.895644104,16000000.0,16000061,61.80755903565124
217,437520,256314,376,395,-4977150.8076911485,16000000.0,14419909,56.25876464024595
218,420384,273546,354,369,-6882387.641602952,16000000.0,16000110,58.49147858129894
219,437520,270441,380,395,-5943204.889161351,16000000.0,15501482,57.319274814099934
220,390481,266693,331,343,-7427223.698688051,16000000.0,16000049,59.99425931689246
221,420384,273229,354,369,-6888735.067172409,16000000.0,16000078,58.55922321569087
222,437520,259580,378,395,-5206312.254132721,16000000.0,14675493,56.53553047230141
223,437520,260515,378,395,-5269660.056972339,16000000.0,14746408,56.604832735159206
224,433971,276355,375,391,-6484808.263618799,16000000.0,16000005,57.896564201841834
225,437520,276802,380,395,-6410804.22132303,16000000.0,16000008,57.80307945751837
226,437520,276802,380,395,-6410804.22132303,16000000.0,16000008,57.80307945751837
227,437520,273969,381,395,-6191595.173912199,16000000.0,15774967,57.57938671893535
228,437520,261871,379,395,-5361707.176600038,16000000.0,14849405,56.705037976713726
229,437520,268413,380,395,-5822592.327040371,16000000.0,15362378,57.2341056506205
230,437520,269186,381,395,-5871190.958842688,16000000.0,15417493,57.27449793079878
231,407075,269129,344,357,-7131359.075872431,16000000.0,16000040,59.4511925507842
232,433971,275903,370,391,-6514458.862869749,16000000.0,16000032,57.99151150947978
233,437520,276008,380,395,-6342439.938782958,16000000.0,15939041,57.74847468189328
234,437520,274658,379,395,-6249649.586707487,16000000.0,15835595,57.65568452402624
235,407075,270391,346,357,-7038947.140507629,16000000.0,16000060,59.17378906842313
236,359749,260355,301,309,-8184614.385066644,16000000.0,16000014,61.454606210750704
237,381988,265176,320,331,-7650252.5117071,16000000.0,16000006,60.33730805201074
238,359749,260049,300,309,-8201052.808535766,16000000.0,16000055,61.527077589223566
239,388671,266286,329,339,-7498227.870580272,16000000.0,16000057,60.08598649572264
240,381988,262836,314,331,-7856289.329982938,16000000.0,16000177,60.875135065211765
241,354974,259267,296,305,-8291014.9834768465,16000000.0,16000060,61.71267457871615
242,407075,270270,346,357,-7060959.983461662,16000000.0,16000033,59.2001813001813
243,381988,264673,319,331,-7715988.53479219,16000000.0,16000021,60.452033263687646
244,381988,263448,315,331,-7832356.837684327,16000000.0,16000030,60.73316176247305
245,420384,271145,349,369,-6998846.032276052,16000000.0,16000044,59.00917959025614
246,381988,264648,319,331,-7716884.407113409,16000000.0,16000055,60.45787234364136
247,381988,264648,319,331,-7716884.407113409,16000000.0,16000055,60.45787234364136
248,381988,264673,319,331,-7715988.53479219,16000000.0,16000021,60.452033263687646
249,381988,262836,314,331,-7856289.329982938,16000000.0,16000177,60.875135065211765
250,388671,265253,321,339,-7634862.330683481,16000000.0,16000001,60.31977395166125
251,407075,270319,345,357,-7048099.822364621,16000000.0,16000009,59.1893614581291
252,388671,266431,329,339,-7490221.32455277,16000000.0,16000014,60.053124448731566
253,381988,264812,319,331,-7710945.378214658,16000000.0,16000084,60.420539854689366
254,396882,266909,333,350,-7366035.357611061,16000000.0,16000016,59.945584450130944
255,396882,266909,333,350,-7366035.357611061,16000000.0,16000016,59.945584450130944
256,381988,263005,313,331,-7854254.803829707,16000000.0,16000003,60.83535674226726
257,369374,262304,312,321,-7916428.869375992,16000000.0,16000065,60.99817387458826
258,396882,266909,333,350,-7366035.357611061,16000000.0,16000016,59.945584450130944
259,398987,268392,340,352,-7218079.512817029,16000000.0,16000048,59.61447435094936
260,388671,265750,326,339,-7565802.614640823,16000000.0,16000039,60.20710818438382
261,388671,265962,327,339,-7523952.344733761,16000000.0,16000012,60.15901519765982
262,407075,268958,343,357,-7135429.84411571,16000000.0,16000025,59.48893507536493
263,390481,266555,329,343,-7479809.098705109,16000000.0,16000005,60.02515428335616
264,407075,270290,345,357,-7051158.574101393,16000000.0,16000062,59.19590809870879
265,428811,275759,370,384,-6528813.953636919,16000000.0,16000048,58.02185241460841
266,407075,270437,346,357,-7044514.41867494,16000000.0,16000031,59.163616664879434
267,398987,268257,340,352,-7227006.768098368,16000000.0,16000053,59.64449389950681
268,396882,267062,335,350,-7333723.535581439,16000000.0,16000047,59.911357662265694
269,396882,267311,336,350,-7306745.8230892,16000000.0,16000027,59.855475457425996
270,420384,271452,350,369,-6963516.075475652,16000000.0,16000038,58.94242075947129
271,390481,266289,330,343,-7438245.425878192,16000000.0,16000067,60.08534712286276
272,396882,267753,338,350,-7259650.11687469,16000000.0,16000039,59.756712343092325
273,396882,266880,334,350,-7340839.4090812,16000000.0,16000036,59.95217326139089
274,381988,265067,319,331,-7656280.297377529,16000000.0,16000025,60.36219144593631
275,388671,266038,327,339,-7512109.689623699,16000000.0,16000020,60.14185943361475
276,396882,266667,332,350,-7384836.571311891,16000000.0,16000010,59.99996250004688
277,396882,266494,332,350,-7380920.3367928015,16000000.0,16000057,60.03908906016646
278,420384,273436,355,369,-6807096.891714512,16000000.0,16000014,58.51465790898053
279,420384,270935,348,369,-7003765.491008832,16000000.0,16000024,59.054843412626646
280,433971,275863,373,391,-6506321.70167316,16000000.0,16000014,57.999855000489376
281,437520,275995,380,395,-6350851.110683348,16000000.0,15944881,57.77235457164079
282,437520,273279,378,395,-6181926.162357261,16000000.0,15751739,57.63977107644568
283,407075,269765,345,357,-7083847.72481183,16000000.0,16000016,59.310941004207365
284,420384,270594,348,369,-7035047.788636732,16000000.0,16000025,59.1292674634323
285,388671,265901,327,339,-7528155.477618919,16000000.0,16000064,60.173011760015946
286,390481,266688,333,343,-7392105.878329009,16000000.0,16000046,59.995372870170385
287,407075,269691,347,357,-7087303.778515693,16000000.0,16000018,59.32722263627633
288,420384,271289,350,369,-6995577.073361729,16000000.0,16000023,58.977780153268284
289,388671,265829,326,339,-7563750.740775769,16000000.0,16000070,60.18933223989858
290,396882,267686,337,350,-7292024.724671759,16000000.0,16000011,59.77156444490934
291,396882,268237,340,350,-7242161.167859311,16000000.0,16000050,59.64892986426183
292,344985,255609,291,297,-8464987.444001848,16000000.0,16000033,62.59573410951884
293,398987,266824,340,352,-7270432.828777784,16000000.0,16000012,59.96466584715018
294,344985,253842,284,297,-8560260.231762618,16000000.0,16000014,63.03138960455716
295,420384,270061,348,369,-7012800.956102132,16000000.0,16000098,59.246236961279116
296,388671,264368,328,339,-7568553.016792879,16000000.0,16000058,60.5219164195364
297,428811,272032,352,384,-6859500.582538687,16000000.0,16000003,58.81662083872486
298,337500,252313,281,290,-8658869.88425117,16000000.0,16000020,63.41337941366477
299,388671,264435,324,339,-7616509.051037905,16000000.0,16000024,60.506453381738424
300,388671,264403,324,339,-7609904.674065395,16000000.0,16000016,60.513746061882806
301,381988,261707,315,331,-7881779.905220816,16000000.0,16000009,61.13710752864845
302,420384,271234,349,369,-6927696.513909969,16000000.0,16000033,58.98977635547166
303,325255,248026,264,278,-9289562.063365087,16000000.0,16000004,64.50938208091087
304,325255,247666,261,278,-9350227.725059696,16000000.0,16000012,64.60318331947057
305,325255,248181,264,278,-9226963.933803527,16000000.0,16000053,64.46929055810074
306,330937,250926,272,284,-8910490.688465422,16000000.0,16000095,63.764197412783055
307,325255,247938,264,278,-9261895.022909386,16000000.0,16000065,64.53252426009728
308,325255,248181,264,278,-9226963.933803527,16000000.0,16000053,64.46929055810074
309,325255,248910,268,278,-9120964.462246668,16000000.0,16000081,64.28058736089349
310,305325,247186,254,256,-9433671.056722516,16000000.0,16000041,64.72875081922115
311,325255,247792,264,278,-9296729.976057194,16000000.0,16000005,64.57030493316975
312,305325,247391,255,256,-9421722.215666384,16000000.0,16000014,64.67500434534806
313,325255,247792,264,278,-9296729.976057194,16000000.0,16000005,64.57030493316975
314,325255,248466,268,278,-9151715.577563765,16000000.0,16000146,64.39571611407597
315,325255,248308,268,278,-9156233.832121752,16000000.0,16000060,64.43634518420671
316,325255,247400,259,278,-9373405.250816736,16000000.0,16000019,64.67267178658044
317,300120,245822,249,250,-9509329.461307213,16000000.0,16000042,65.0879172734743
318,300120,245681,248,250,-9535073.140213722,16000000.0,16000042,65.12527220257162
319,325255,247219,255,278,-9424328.344620029,16000000.0,16000039,64.72010241931243
320,305325,246301,252,256,-9461167.357815921,16000000.0,16000175,64.96187591605393
321,295480,243578,238,246,-9795847.997323202,16000000.0,16000053,65.68759493878757
322,295480,243681,238,246,-9789495.67629757,16000000.0,16000051,65.65982165207792
323,290513,243020,237,238,-9826252.222950127,16000000.0,16000044,65.83838367212576
324,305325,246458,254,256,-9451302.155523866,16000000.0,16000036,64.91992956203491
325,305325,245889,252,256,-9474348.78287405,16000000.0,16000031,65.07013733839253
326,305325,245674,250,256,-9507059.253865954,16000000.0,16000059,65.12719701718538
327,300120,244671,245,250,-9596824.612451322,16000000.0,16000012,65.3939862100535
328,305325,246311,253,256,-9454635.919748649,16000000.0,16000094,64.95890967110685
